천로역정: 천국을 찾아서,"('애니메이션이라는 친숙한 화법으로 풀어낸 기독교 고전. 존 번연의 소설 <천로역정> 중 1부 ‘크리스천의 순례’를 옮겼다. 고행을 통해 깨달음을 얻는 주인공 크리스천의 여정은 애니메이션 모험극 형식을 띠면서 어린이와 비종교인까지 아우른다. 구성과 전개가 평면적이고 캐릭터 움직임이 부자연스러워 완성도 높은 애니메이션이라 볼 수 없지만, 영화에 구현한 천로역정의 세계와 등장인물들은 흥미를 불러일으킨다.', '희망도, 기쁨도 없는 멸망도시에서 살아가던 ‘크리스천’은\n\xa0어느 날, 한 권의 책을 통해 천국도시가 존재하며,\n\xa0곧 멸망도시가 불바다로 변할 것이라는 사실을 알게 된다.\n\xa0\n\xa0바깥세상은 죽음뿐이라는 모두의 만류를 뒤로하고\n\xa0‘크리스천’은 천국도시를 찾아서 모험의 길로 접어 드는데…')"
죽지않는 인간들의 밤,"('B급 유머, 기괴함, 유치함, 발랄함, 황당함, 차별화된. 신정원 감독 하면 떠오르는 단어들이다. 대개 신정원 감독의 영화는 단점과 장점이 한 몸이다. 같은 장면에서도 취향에 따라 극과 극의 반응이 따라붙어 왔다. <죽지않는 인간들의 밤>도 다르지 않다. 신정원의 세계와 통하는 이들이라면 영화가 의도한 안드로메다에 무리 없이 오를 테지만, 그렇지 않은 관객에게는 손발 오그라드는 소동이자 탈출하고 싶은 민망하고 썰렁한 농담일 뿐일 테다. 개인적으로 아쉬웠던 건, 신과 신 사이의 호흡. 단발적인 아이디어들은 좋지만, 그것을 그러모아 엮었을 때의 시너지는 떨어지는 편이라 전반적으로 흥이 쉬이 일지 않는다. 예측 불가능한 캐릭터들 사이에서도 양동근의 존재감은 죽지 않는다. ', '신혼의 단꿈에 빠져있던 ‘소희’(이정현)는 하루 21시간 쉬지 않고 활동하는, 도저히 인간 같지 않은 남편 ‘만길’(김성오)이 자신을 죽이려는 것을 알게 된다. 고등학교 동창인 ‘세라’(서영희)와 뜻밖에 합류하게 된 ‘양선’(이미도) 그리고 미스터리 연구소 소장 ‘닥터 장’(양동근)과 힘을 합쳐 반격에 나선다.\xa0만길의 정체가 지구를 차지하러 온 외계인 언브레이커블임이 밝혀지고, 정부 요원까지 합세하면서 대결은 점점 전대미문의 상황으로 커져만 가는데… 밤은 짧아 최선을 다해!')"
던전에서 만남을 추구하면 안 되는 걸까? &#8211;오리온의 화살&#8211;,"('인기 라이트노벨 <던전에서 만남을 추구하면 안 되는 걸까>(이하 던만추)의 첫 번째 극장판 애니메이션. TV판 애니메이션 소드 오라토리아 1기가 끝난 시점에서 시작되는 오리지널 스토리. 신월제라는 축제를 중심으로 신 캐릭터 아르테미스를 선보인다. 스토리는 무난하지만 기존 tv판에 비해 특별히 도드라지는 요소는 없고 전투 장면이나 기타 연출은 오히려 tv판보다 더 아쉽다. 2기 애니메이션을 기다리는 이들을 위한 보너스 스테이지에 가깝다. 팬을 위한 보너스였겠지만 오히려 팬이라면 더 아쉬울지도.', '미궁도시 오라리오 - ‘던전’이라는 이름의 웅장한 지하 미궁을 보유한 거대 도시. 신과 인간이 공존하는 이곳에서, 벨 크라넬이라는 소년은 조그만 여신 헤스티아를 만났다. \n\xa0그리고 그 인연으로 여신의 권속이 되는 계약을 맺은 그는, 영우에 대한 동경심을 가슴에 품은 채 모험의 나날을 보내게 되었다. \n\xa0시간이 흘러 미궁도시가 푸르게 빛나던 ‘신월제’의 밤, 벨은 선택된 자만이 뽑을 수 있다는 전설의 창을 뽑는다. \n\xa0곧이어 그의 앞에 나타난 한 명의 여신, 그리고 소년에게 맡겨진 새로운 모험인 ‘미션’. 목적지는 오라리오에서 아득히 멀리 떨어진 절경이었다. \n\xa0“비극의 히로인 따윈 어디에도 없어. 모두를 구하고 말겠어.”\n\xa0이것은 운명의 선택을 받은 소년과, 달밤에 강림한 여신이 엮어내는 ‘약속의 이야기’ - [파밀리아 미스]')"
담보,"('서로 다른 사람들이 만나 가족이 되어가는 이야기. 익숙한 감정들을 나열한 전형적인 서사지만 감동의 깊이는 충분하다. 뻔한 신파를 온전히 설득시키는 배우들의 열연 때문이다. 어린 승이를 연기한 박소이는 천진난만한 표정 사이로 깊이 있는 감정을 이질감 없이 선보인다. 억지도 과장도 없이 관객의 마음을 이입시키는 그의 연기가 극을 이끄는 동력이다. 성동일은 딱 맞는 옷을 걸친 것처럼 완벽하게 두석을 표현한다. 힘을 빼고 자연스레 배역에 스며들었다가도 절정의 순간에 여지없이 빛을 발하는 연기가 일품이다. 배우들의 안정적인 연기로 차곡차곡 쌓은 감정이 극 후반 과한 설정에 반감되는 것은 아쉬운 점이다.\n', '1993년 인천\xa0거칠고 까칠한 사채업자 두석(성동일)과 종배(김희원)는\xa0떼인 돈 받으러 갔다가 얼떨결에 9살 승이(박소이)를 담보로 맡게 된다.\xa0\xa0“담보가 무슨 뜻이에요?”\xa0\xa0뜻도 모른 채 담보가 된 승이와 승이 엄마의 사정으로 아이의 입양까지 책임지게 된 두석과 종배.\xa0하지만 부잣집으로 간 줄 알았던 승이가 엉뚱한 곳에 있다는 것을 알게 된 두 사람은\xa0승이를 데려와 돌보게 된다.\xa0\xa0예고 없이 찾아온 아이에게 인생을 담보 잡힌 두석과 종배.\xa0빚 때문에 아저씨들에게 맡겨진 담보 승이.\xa0두석, 종배, 승이 세 사람은 어느덧 서로에게 특별한 존재가 되는데..\xa0\xa0돈 받으러 갔다가 인생의 보물을 만났다!')"
빅샤크2: 해저2만리,"('1편은 2018년 개봉한 <빅샤크: 매직 체인지>, 거슬러 올라가면 2014년 개봉한 <꼬마 잠수함 올리>가 있다. 국내 개봉명은 빅샤크를 내세웠는데 노란 꼬마 잠수함 올리와 베스가 주인공인 해양 애니메이션 시리즈다. 이번에는 쥘 베른의 과학 소설 <해저 2만리>에서 소재를 가져와 규모와 볼거리를 넓혔고, 해양 오염 주제도 깊게 다룬다. 이야기가 산만하게 펼쳐지지만 소용돌이 장면은 해양 블록버스터 애니메이션의 ‘파워’를 실감케 하는 대목. 전편에 이어 아기 상어와 꼬마 잠수함, 작은 바닷속 친구들이 펼치는 모험이 앙증맞은 재미를 주고, 아빠 상어 ‘빅샤크’는 굵은 재미를 안기며 이름값을 한다.', '평화롭던 바다 왕국. 어느 날, 정체불명의 해저몬스터가 출몰해 화물선을 잇달아 파괴하며 바다왕국을 온통 공포로 몰아넣는다.\xa0용감한 아기상어 메이와 바닷속 친구들은 몬스터를 잡기 위해 동화 속 해저2만리로 탐험을 떠나기로 한다.\xa0하지만 탐험을 시작하기도 전에 메이가 그만 해저몬스터에게 납치되고 마는데…\xa0아빠상어 빅샤크와 꼬마잠수함 올리와 베스, 수달 보보, 그리고 해마친구들은 위험에 빠진 아기상어를 구하기 위해\xa0깊은 바다 밑 해저 2만리 속으로 신비하고도 짜릿한 모험을 시작한다!')"
시동,"('조금산 작가의 동명 웹툰을 영화화 했다. 어디로 가야 할지 몰라 방황하는 청춘들이 끝내 걸음을 멈추진 않는 소박한 이야기. 이렇다 할 한 방은 없지만 원작의 소소한 매력이 살아 있는 가운데 적재적소 활용된 캐릭터의 매력에 기대어 가는 영화. 이제는 치트키가 된 거석이형 마동석이 대체 불가능한 묘한 매력을 뿌리는 가운데 택일 역의 박정민의 지질하지만 미워할 수 없는 행보가 중심을 잡는다. 욕설과 폭력이 다소 거슬릴 수 있지만 영화 전반의 태도는 사소한 고민도 함부로 취급하지 않는 등 사려 깊다. 무엇보다 유쾌함을 잃지 않고 끝까지 ‘간다’. ', ""학교도 싫고 집도 싫고 공부는 더더욱 싫다며\xa0'엄마'(염정아)에게 1일 1강스파이크를 버는 반항아 '택일'(박정민).\xa0절친 '상필'(정해인)이 빨리 돈을 벌고 싶다며 사회로 뛰어들 때,\xa0무작정 집을 뛰쳐나간 '택일'은\xa0우연히 찾은 장품반점에서 남다른 포스의 주방장 '거석이형'(마동석)을 만나게 된다.\xa0강렬한 첫 인사를 나누자마자 인생 최대 적수가 된 '거석이형'과 '택일'.\xa0세상 무서울 것 없던 '택일'은 장품반점에서 상상도 못한 이들을 만나\xa0진짜 세상을 맛보게 되는데?\xa0\xa0인생 뭐 있어?\xa0일단 한번 살아보는 거야!"")"
더 룸,"('아기를 원했지만 가지지 못한 부부가 외딴곳으로 이사를 온 집에서 무엇이든 원하는 대로 이뤄지는 방을 발견한다. 흥미로운 아이디어에서 출발한 영화는 제어되지 않는 탐욕을 거쳐 점차 오싹한 호러로 변모한다. 좁은 공간을 무대로 했음에도 초현실적인 설정을 통해 다양한 비주얼을 제공한다. 무엇보다 예측에서 크게 벗어나지 않는데도 서스펜스를 끝까지 유지해나간다. 중반까지는 흠잡을 데 없이 영리한 기획. 다만 궁금증과 기대가 계속 커져 가는데 반해 뒷심이 부족해 후반부가 다소 사족처럼 느껴지는 게 아쉽다.', '말하는 대로 원하는 대로 다 들어주는 ‘비밀의 방’이 있다.\n\xa0돈, 다이아몬드, 최고급 샴페인, 반 고흐 걸작…\n\xa0원한다면 아기까지도.\n\xa0\n\xa0원하는 것은 뭐든 들어준다. \n\xa0단, 소원은 신중하게 빌 것!\n\xa0그리고 규칙을 반드시 지킬 것!')"
피드백,"('영화 초반 주인공 자비스가 내뱉는 라디오 오프닝은, 곧 <피드백>이 말하고 싶은 주제 의식이다. 바로, ‘탈(脫)진실’. 라디오 스튜디오라는 한정된 공간에서 펼쳐지는 인질극을 통해 영화는 인간의 위선과 진실을 덮는 거짓의 순간들을 지켜본다. 그러나 영화가 품은 날 선 메시지에 비해 전반적인 짜임새가 그리 좋지 못하고, 생중계라는 긴박한 상황도 잘 활용하지 못하는 편. 설정상의 구멍도 있어서 몰입을 방해하기도 한다. 자비스를 연기한 에디 마산의 연기만큼은 인상적.', '한때 잘 나가던 스타였지만 지금은 잊혀진 자비스 돌란.\n\xa0지푸라기라도 잡는 심정으로 라디오 DJ 제안을 수락한다.\n\xa0하지만 첫 방송 이후,\n\xa0예전부터 좋아했다는 스토커가 등장해 생방송 중인 방송국을 공격하는데.')"
한낮의 피크닉,"('다 아는 것 같아도, 모르는 것투성이다. 한집에 사는 가족도, 오랫동안 만난 친구끼리도 마찬가지다. 한 공간에서 몸을 부대껴야 하는 여행은 서로 잘 몰랐던 진심이 여지없이 드러나는 순간이다. 균열과 봉합은 늘 함께 하기에 가족은 여전히 건재하고(<돌아오는 길엔>), 해결할 수 없는 것임을 알기에 제 처지의 낙담은 술기운을 빌려야 한다(<대풍감>). 위로란 한 방향으로 흐르는 것이 아니라 서로를 향한다는 것을 오랜 친구는 결국 증명해낸다(<내가 필요하면 전화해>).', '“누군가 곁에 있어 괴롭고 \xa0곁에 있어 행복한\xa0모두의 오늘에 만나는 뜻밖의 여행록”\xa0\xa0함께 있으면 괴롭지만 자꾸만 신경 쓰이는 가족과의 예기치 못한 캠핑 여행,\xa0막막한 미래와 잔뜩 구겨진 인생 속 청춘들의 치기 어린 여행 \xa0혼자여도 괜찮은 줄만 알았던 나를 찾아가는 여행까지… \xa0\xa0활기 가득한 여름의 맛, 당신도 지금은 떠나야 할 시간!')"
블랙 위도우,"('히어로 영화가 주는 장대한 스펙터클보다는 첩보 액션물이 주는 특유의 긴장감이 돋보인다. 인간인 블랙 위도우가 가진 능력의 한계에 대한 우회가 아니라 그가 가진 타격감 넘치는 액션에 중점을 두었기에 가능한 방향성이다. 레드룸으로 대표되는 갇혀 있는 모든 이를 위한 구원의 영화이자, 어벤져스로 기억되는 유사 가족의 연대와 성장담이다. 여성의 활약을 온전하게 담아내 여성이 구원의 대상이 아닌 주체적인 존재로 그려낸 점도 반갑다. 여성 히어로 솔로 무비의 정점을 이제라도 만난 점이 기쁘지만 한편으로는 블랙 위도우만의 이야기가 세상에 나오는 데까지 10여 년의 세월이 걸린 점은 아쉽다.', '어벤져스의 히어로 블랙 위도우, ‘나타샤 로마노프’ (스칼렛 요한슨)는\n\xa0자신의 과거와 연결된 레드룸의 거대한 음모와 실체를 깨닫게 된다.\n\xa0\n\xa0상대의 능력을 복제하는 빌런 ‘태스크마스터’와 새로운 위도우들의 위협에 맞서\n\xa0목숨을 건 반격을 시작하는 ‘나타샤’는 스파이로 활약했던 자신의 과거 뿐 아니라,\n\xa0어벤져스가 되기 전 함께했던 동료들을 마주해야만 하는데…\n\xa0\n\xa0폭발하는 리얼 액션 카타르시스!\n\xa0MCU의 새로운 시대를 시작할 첫 액션 블록버스터를 만끽하라!')"
아담스 패밀리,"('1960년대 TV 시리즈로 인기를 얻었고 1990년대 배리 소넨필드 감독이 연출한 영화 시리즈로 유명한 <아담스 패밀리>가 애니메이션으로 거듭났다. 주요 가족 구성원은 그대로 등장하되 외양은 캐릭터의 특징을 강화했고, 대가족까지 합세해 몬스터 캐릭터가 훨씬 풍부해졌다. 크리스티나 아길레라의 노래부터 <아담스 패밀리> 기존 주제가까지 O.S.T.에 쏟은 공력이 분위기를 제대로 끌어올린다. 아담스 가족이 겪는 세대 갈등을 재치 있게 풀어내면서 미디어의 영향으로 획일화되어 가는 몰개성 시대를 주거 갈등 문제로 꼬집는다. 웃음과 따끔한 화살을 동시에 쏘아 올리는 이상한 가족의 반어법은 볼수록, 들을수록 중독성이 강하다.', '언제나 쿨한 괴짜 엄마 ‘모티시아’부터\xa0사고치는 아이들이 자랑스러운 아빠 ‘고메즈’,\xa0부모님이 모르는 많은 걸 가진 소녀 ‘웬즈데이’,\xa0폭발물 실험이 취미인 막내 ‘퍽슬리’까지!\xa0평범치 않은 ‘아담스 패밀리’가 평범한 동네에 나타났다.\xa0지금껏 본 적 없는 가족의 등장에 마을 사람들은\xa0‘아담스 패밀리’를 괴물로 몰아가기 시작하는데…')"
아무도 없는 곳,"('창작에 대한 고민, 두 사람 사이의 대화, 삶과 죽음을 가로지르는 시간, 현실과 꿈을 느슨하게 연결한 판타지 등 그간 김종관 감독이 주목하고 다져온 주제와 스타일의 조각 모음 같은 영화다. 연이어 만나게 된 여러 사람들의 이야기를 수집하듯 경청하는 주인공 창석의 태도처럼, 영화는 “어차피 다 지어낸 얘기”이지만 귀 기울이게 만드는 조용한 힘을 지녔다. 모든 대화에 섬세하고도 기민하게 반응하는 연우진의 얼굴 역시 그렇다. 인물들이 떠나가고 빈자리에는 아무도 없지만 이야기가 남는다. 감독은 그렇게 이야기가 남은 공간과, 한때 그곳을 빼곡하게 채우던 시간을 상상하게 한다. 스크린으로 목격할 때 가장 아름다운 체험이 되는 영화적 순간에 대한 실험 역시 잊지 않는다. 빛보다는 어둠의 영화이나, 어둠은 늘 빛을 생각하게 한다는 점에서 인상적이다.', '어느 이른 봄,\xa07년 만에 서울로 돌아온 소설가 ‘창석’이\xa0우연히 만나고 헤어진\xa0여기, 길 잃은 마음의 이야기')"
블랙 팬서: 와칸다 포에,"('거대한 슬픔이 영화를 감싸고 있다. 작품 전체가 길고 장엄한 하나의 의식처럼 느껴질 정도다. 왕을 잃은 와칸다의 위기가 곧 채드윅 보스만이 없는 시리즈의 상황과 나란한 가운데, 영화는 떠나보낸 배우를 향한 충분한 애도 그리고 거대한 부재를 안은 채로 시리즈를 확장하는 방법 사이에서 최선을 고민한 선택들을 보여준다. 여성 중심의 세계관으로 넓어져 온 MCU 페이즈4의 폭을 가장 적극적이고도 넉넉하게 넓혀 놓는다는 점에서 인상적. 긴 러닝타임을 상쇄할 궁극의 시퀀스가 없다는 점, 본편 이후 쿠키 영상에서 감지되는 시리즈의 미래가 안전함과 안일함 사이의 선택으로 느껴진다는 점은 단점이 될 만하다.', ""국왕이자 ‘블랙 팬서’인 '티찰라'의 죽음 이후\n\xa0수많은 강대국으로부터 위협을 받게 된 '와칸다'.\n\xa0'라몬다', '슈리' 그리고 '나키아', '오코예, '음바쿠'는\n\xa0각자 사명감을 갖고 '와칸다'를 지키기 위해 외로운 싸움을 이어간다.\n\xa0\n\xa0한편, 비브라늄의 패권을 둘러싼 미스터리한 음모와 함께\n\xa0깊은 해저에서 모습을 드러낸 최강의 적 '네이머'와 '탈로칸'의 전사들은\n\xa0'와칸다'를 향해 무차별 공격을 퍼붓기 시작하는데…"")"
소울,"('반짝이지 않아도 된다는, 다 잘 될 거라는 허튼 낙관은 없다. 인생은 언제나 두렵고 불안하며 환희의 순간은 늘 찰나일 거라는 일상의 진리를 잊지 않지만, 오늘을 살아내는 것으로도 충분히 의미 있다는 위로만큼은 더없이 따뜻하게 다가온다. <몬스터 주식회사>(2001)와 <업>(2009), <인사이드 아웃>(2015)까지 인간 내면을 들여다보며 삶의 경이로움을 포착해 낸 피트 닥터 감독은 이번에도 탄생과 죽음, 그리고 그사이를 채운 삶의 가치를 깊이 있는 질문들로 채워냈다. 고단한 마음이 들면 꺼내 보고 싶은 아름답고 뭉클한 선물 같은 작품.', '뉴욕에서 음악 선생님으로 일하던 ‘조’는\n\xa0꿈에 그리던 최고의 밴드와 재즈 클럽에서 연주하게 된 그 날,\n\xa0예기치 못한 사고로 영혼이 되어 ‘태어나기 전 세상’에 떨어진다.\n\xa0\n\xa0탄생 전 영혼들이 멘토와 함께 자신의 관심사를 발견하면 지구 통행증을 발급하는 ‘태어나기 전 세상’\n\xa0‘조’는 그 곳에서 유일하게 지구에 가고 싶어하지 않는 시니컬한 영혼 ‘22’의 멘토가 된다.\n\xa0\n\xa0링컨, 간디, 테레사 수녀도 멘토되길 포기한 영혼 ‘22’\n\xa0꿈의 무대에 서려면 ‘22’의 지구 통행증이 필요한 ‘조’\n\xa0그는 다시 지구로 돌아가 꿈의 무대에 설 수 있을까?')"
라야와 마지막 드래곤,"('디즈니의 도전이 눈에 띈다. 동남아시아의 전설과 문화를 전면에 내세운 최초의 작품이며, 동양인 캐릭터를 동양계 배우가 연기하며 화이트워싱 논란을 일찍이 잠재웠다. 믿음과 이해, 화합의 의미를 통해 계층화되고 계급화하는 세태의 변화를 일깨운다. 개성 있는 캐릭터가 펼치는 다채로운 변주와 다양성에 대한 의미, 이국적 볼거리가 주는 신비로운 영상미가 영웅 서사의 다소 익숙한 전개를 완벽하게 보완한다.', ""인간과 드래곤이 평화롭게 공존하던 신비의 땅, 쿠만드라 왕국\xa0살아있는 모든 생명을 삼키는 악의 세력 '드룬'이 들이닥치자,\xa0드래곤들은 인간을 구하기 위해 스스로를 희생하고 전설 속으로 사라진다.\xa0\xa0500년 후 부활한 '드룬'이 또다시 세상을 공포에 빠뜨리자,\xa0전사 ‘라야’는 분열된 쿠만드라를 구하기 위해\xa0전설 속 마지막 드래곤을 찾아 모험을 떠난다.\xa0\xa0그러나, ‘라야’는 험난한 여정을 겪으며 세상을 구하기 위해서는\xa0전설 속 드래곤보다 더 중요한 것이 있다는 것을 깨닫게 되는데…"")"
사마에게,"('포화 한가운데에서 벌어지는 삶과 죽음의 이야기. 알레포를 배경으로 하는 <사마에게>는 아마도 시리아 내전에 대한 가장 강렬한 이미지의 다큐멘터리일 것이다. 전쟁으로 폐허가 된 그곳에서도 새로운 생명이 태어나고, 영화의 감독이자 사마의 엄마인 와드 알-카팁은 카메라를 통해 아이에게 편지를 쓰듯 현실을 기록한다. 예상치 못한 순간에 마주하는 기적 같은 장면들은 관객의 감정을 강하게 자극한다.', '자유를 꿈꿨지만 전쟁으로 폐허가 되어버린\n\xa0나의 도시 알레포\n\xa0사마, 이 곳에서 네가 첫 울음을 터뜨렸단다\n\xa0\n\xa0이런 세상에 눈 뜨게 해서 미안해\n\xa0하지만 엄마는 카메라를 놓을 수 없었어\n\xa0\n\xa0사마, 왜 엄마와 아빠가 여기 남았는지,\n\xa0우리가 뭘 위해 싸웠는지,\n\xa0이제 그 이야기를 들려주려 해\n\xa0\n\xa0사마, 이 영화를 네게 바친다')"
"고흐, 영원의 문에서","('빈센트 미넬리의 <열정의 랩소디>(1956), 모리스 피알라의 <반 고흐>(1991), 구로사와 아키라의 <꿈>(1990) 중 한 에피소드 그리고 최근 <러빙 빈센트>(2017)까지 빈센트 반 고흐에 대한 적잖은 영화들이 있지만, 그가 살았던 시대의 공기를 가장 생생하게 담아낸 작품은 줄리앙 슈나벨 감독의 <고흐, 영혼의 문에서>일 것이다. 고흐의 시점 숏을 수시로 구사하는 이 영화는, 그가 과연 무엇을 보았고 그것을 캔버스에 그려냈는지 보여주려 노력한다. 물론 그것은 쉽지 않은 과정이지만, 고흐 역을 맡은 윌렘 데포는 자신의 모든 것을 쏟아부으며 캐릭터를 재창조하며, 그 모습은 <그리스도 최후의 유혹>(1988)의 예수 연기를 연상시킨다.', '가난과 외로움 속에 살던 화가 빈센트 반 고흐는 운명의 친구 폴 고갱을 만난다\n\xa0그 마저도 자신을 떠나자 깊은 슬픔에 빠지지만 신이 준 선물,\n\xa0자연의 아름다움을 담기 위해 몰두한다.\n\xa0\n\xa0불멸의 걸작이 탄생한 프랑스 아를에서부터 오베르 쉬르 우아즈까지....\n\xa0빈센트 반 고흐의 눈부신 마지막 나날을 담은 기록')"
나이팅게일,"('19세기 초 호주를 배경으로, 극단적인 고통을 딛고 복수를 위해 전진하는 한 여성을 보여준다. 제니퍼 켄트 감독은 어떤 기교도 없이 캐릭터의 감정을 관객들에게 직접적으로 전달하며, 특히 주인공 클레어 역을 맡은 아이슬링 프란시오시의 클로즈업 컷들은 인상적이다. 영국군이 지배하던 시기 호주에서, 아일랜드 출신 여자와 원주민이 연대해 기어코 처절한 복수를 완성하는 통렬한 드라마다.', '호주 태즈메이니아의 마을.\n\xa0아름다운 노랫소리로 나이팅게일이라 불리는 ‘클레어’는\n\xa0어느 날, 폭주한 영국군 장교 ‘호킨스’에 의해\n\xa0남편과 아이, 자신의 모든 것을 잃게 된다.\n\xa0\n\xa0더 이상 잃을 것 없는 ‘클레어’는 처절한 복수를 다짐하며\n\xa0대위가 되기 위해 북부로 떠난 ‘호킨스’를 맹렬히 뒤쫓기 시작하는데…\n\xa0놈을 죽이기 전엔 멈출 수 없다!')"
로마,"('젊은 가정부의 시선으로 우회해 격동의 1970년대 멕시코시티를 조명하고 감독의 역사를 고백한 이 장엄한 흑백영화 앞에서는, 요즘 시대엔 종종 죽은 언어처럼 느껴지는 ‘시네마’를 향한 순수한 경탄이 흘러나온다. 삶이라는 역동성과 앞으로 나아가는 인간의 시간이라는 불가역성, 고통 앞에서도 멈추지 않고 힘 있게 꿈틀거리는 생명력이 영화 전체를 가득 채우고 있다. 인간의 삶과 시간을 숭고하게 담아내는 것이 영화의 역할이라면, <로마>는 거의 최선이다. ', '멕시코시티 내 로마 지역을 배경으로, 한 중산층 가족의 젊은 가정부인 클레오(얄리차 아파리시오)의 시선을 따라 이야기는 흘러간다. 감독 자신을 키워낸 여성들에 대한 깊은 애정을 담은 이 작품은 1970년대 멕시코의 정치적 격랑 속에서 주인공들이 겪는 가정 내 불화와 사회적인 억압을 생생히 재현한다.')"
루이스,"('외계인 연구에 몰두한 아빠 때문에 외로운 소년과 홈쇼핑 채널을 보다가 지구를 방문한 외계인들의 만남. 성장기 소년의 외로움이란 테마에 외계인이라는 익숙한 상상력을 보탠 후 안정적인 잔재미들을 선사한다. 외계인 삼총사의 슬랩스틱 코미디가 즐거움의 대부분을 차지하는데 익숙한 듯하면서도 매력이 상당하다. CG 그래픽도 전개도 결말과 감동도 그야말로 무난하다.', '우연히 지구 홈쇼핑을 보게 된 외계 3총사 ‘모그’, ‘내그’, ‘와보’!\n\xa0은하계에 없는 고탄성 강화 섬유 ‘누비두비’ 마사지 매트를 구하기 위해 급기야 지구로 출동한다.\n\xa0한편, 외계인 연구에 몰두하는 괴짜 아빠로 인해 아동보호소에 보내질 위기에 처한 지구 소년 ‘루이스’는\n\xa012번째 생일을 맞은 날 ‘모그’, ‘내그’, ‘와보’를 만나게 되는데…!\n\xa0\n\xa0지구를 떠나고 싶은 ‘루이스’와 쇼퍼홀릭 외계 3총사의 시끌벅적 지구 쇼핑기가 시작된다!')"
더 프린세스 : 도둑맞은 공주,"('푸쉬킨의 <루슬란과 류드밀라>가 원작이다. 전반적인 톤은 액션 판타지로, 그 정도가 약간은 과한 느낌도 있지만 심하게 선을 넘진 않는다. ‘공주 구하기’라는 동화의 전통적인 소재를 이야기보다는 스펙터클을 통해 풀어낸다. 캐릭터들의 매력은 중간 정도. 이야기의 진행 속도는 빠른 편이다. 유치원이나 초등학교 저학년 연령층에게 적절하다.', ""재미없고 지루한 건 딱 질색인 말괄량이 밀라 공주.\n\xa0호시탐탐 모험을 꿈꾸다 드디어 지루하기 짝이 없는 성을 가출하는데 성공! \n\xa0하지만 금세 악당들에게 쫓기게 되고\n\xa0얼떨결에 기사인 척하는 거리의 삼류배우, 루슬란을 만나 둘은 사랑에 빠진다. \n\xa0그러나 키스의 순간, 사악한 마법사 체르노머가 회오리 돌풍을 일으켜\n\xa0공주를 머나먼 마법의 나라로 납치해 가는데. . .\n\xa0체르노머는 사랑에 빠진 공주의 '마음'을 빼앗아 세상을 지배하려고 한다. \n\xa0신비하고도 위험한 마법의 나라로 공주를 찾아 나선 \n\xa0짝퉁기사 루슬란과 천방지축 밀라 공주의 운명은 과연?"")"
폴란드로 간 아이들,"('한국 전쟁 당시 전쟁 고아들을 북한에 의해 폴란드로 보내졌다. 그 이야기를 영화로 만들려 하는 추상미 감독은 오디션을 통해 뽑은 배우 이송과 함께 폴란드로 가, 당시 한국의 아이들을 돌보았던 선생님들을 만난다. 90살이 넘은 노인들은 그때를 회상하며 눈물 짓고, 역사의 낯선 진실과 대면한 감독과 배우도 함께 눈물을 흘린다. 전쟁과 분단을 넘어 화해와 통일로 향해 가는 현재의 우리에겐 어쩌면 절실한 영화. 전쟁 난민이었던 당시의 아이들과, 탈북자 출신인 배우. 60년이 넘는 세월이 지났지만, 그들의 삶은 묘하게 겹쳐 있다.', '1951년, 한국전쟁 고아 1,500명이 비밀리에 폴란드로 보내졌다.\xa0폴란드 선생님들은 말도 통하지 않는 아이들을 사랑으로 품었고,\xa0아이들도 선생님을 ‘마마’, ‘파파’라 부르며 새로운 가족으로 받아들인다.\xa0그러나 8년 후, 아이들은 갑작스러운 송환 명령을 받게 되는데…\xa0\xa02018년, 아이들의 생사조차 알 수 없는 지금까지도 \xa0폴란드 선생님들은 아이들을 그리워하며 눈물을 흘린다.\xa0\xa0역사 속 어디에도 기록되지 않았지만, 가슴에 남아있는 위대한 사랑의 발자취를 따라\xa0추상미 감독과 탈북소녀 이송, 남과 북 두 여자가 함께 떠나는 특별한 여정이 시작된다!')"
극장판 뽀잉: 슈퍼 변신의 비밀,"('인기 TV 유아 애니메이션 <놀이터 구조대 뽀잉>의 첫 번째 극장판. 커다란 놀이기구로 변신하는 친구들에 비해 스프링 목마로 변신하는 자신이 보잘것없다고 여긴 사자 뽀잉이 하이에나 박사의 슈퍼 변신 능력을 얻고 싶어 하면서 벌어지는 이야기가 중심이다. TV 애니메이션이 아이들이 좋아하는 동물 캐릭터, 놀이기구, 변신 능력을 결합해 인기를 모았다면 극장판에서는 공룡 로봇을 새롭게 선보이며 어린 관객의 마음을 사로잡는다. 놀이터 마을 주민들의 군무와 합창, 자신감과 협동심을 다룬 주제도 눈여겨볼 만하다. ', '놀이터 구조대가 되는 꿈을 가진 ‘뽀잉’!\n\xa0뛰어난 능력을 가진 ‘하이에나’ 박사님의 실험실을 찾아가게 된다.\n\xa0하지만 ‘뽀잉’의 실수로 공룡 장난감은 ‘티라노 로봇’으로 변신하고\n\xa0숲속 동물들이 괴물로 변해 놀이터 마을은 위기에 처하게 된다.\n\xa0\n\xa0슈퍼 변신에 도전하는 ‘뽀잉’과 힘이 센 ‘빙빙이’, 아이디어 뱅크 ‘몽바’의\n\xa0놀이터 마을을 지키기 위한 모험이 시작된다!\n\xa0\n\xa0“우리 다 같이 놀이터 마을을 구하자!”')"
